Year,Week,State,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2009,9,AK,100,60,40,20,11.11,20.0,33.33,0.0
2009,10,AK,100,60,30,20,-23.08,-14.29,-40.0,0.0
2009,11,AK,120,60,40,20,-7.69,-33.33,-33.33,0.0
2009,12,AK,110,60,40,20,10.0,0.0,0.0,0.0
2009,13,AK,100,50,30,10,-16.67,-28.57,-25.0,-66.67
2009,14,AK,100,60,40,20,-9.09,0.0,0.0,0.0
2009,15,AK,90,40,30,20,-25.0,-42.86,-25.0,-33.33
2009,16,AK,100,60,30,20,-16.67,-14.29,-25.0,0.0
2009,17,AK,90,50,30,20,-25.0,-28.57,-25.0,0.0
2009,18,AK,120,60,40,20,-7.69,-25.0,-33.33,0.0
2009,19,AK,110,60,40,20,-8.33,-25.0,-20.0,0.0
2009,20,AK,100,50,30,20,-9.09,-16.67,-25.0,0.0
2009,21,AK,80,50,40,20,-27.27,-28.57,0.0,0.0
2009,22,AK,90,40,30,10,-10.0,-33.33,-25.0,-66.67
2009,23,AK,100,50,30,10,25.0,25.0,0.0,0.0
2009,24,AK,80,50,40,10,-27.27,-16.67,0.0,-50.0
2009,25,AK,80,40,30,10,-20.0,-33.33,-25.0,-50.0
2009,26,AK,80,40,30,10,-27.27,-33.33,-25.0,-50.0
2009,27,AK,90,50,40,20,0.0,0.0,33.33,0.0
2009,28,AK,80,50,30,10,0.0,25.0,50.0,-50.0
2009,29,AK,80,50,30,10,-20.0,-16.67,0.0,-50.0
2009,30,AK,80,40,20,20,-27.27,-42.86,-50.0,100.0
2009,31,AK,90,40,30,10,-18.18,-33.33,0.0,-50.0
2009,32,AK,90,50,30,20,0.0,0.0,-25.0,0.0
2009,33,AK,80,40,20,10,-33.33,-20.0,-33.33,-50.0
2009,34,AK,80,50,30,30,-11.11,0.0,0.0,200.0
2009,35,AK,90,60,40,20,0.0,20.0,33.33,100.0
2009,36,AK,90,40,30,10,12.5,0.0,50.0,0.0
2009,37,AK,70,40,20,10,0.0,0.0,-33.33,0.0
2009,38,AK,80,40,30,20,14.29,0.0,0.0,100.0
2009,39,AK,70,30,20,10,-22.22,-40.0,-33.33,-66.67
2009,40,AK,90,50,30,20,0.0,0.0,0.0,100.0
2009,41,AK,120,60,30,10,33.33,20.0,0.0,0.0
2009,42,AK,70,30,20,10,-30.0,-25.0,-33.33,-50.0
2009,43,AK,80,40,30,10,0.0,0.0,50.0,-50.0
2009,44,AK,90,50,30,20,0.0,25.0,0.0,0.0
2009,45,AK,80,50,30,20,-11.11,0.0,-25.0,0.0
2009,46,AK,60,30,20,10,-33.33,-40.0,0.0,-50.0
2009,47,AK,70,30,20,10,-22.22,-25.0,-33.33,-50.0
2009,48,AK,70,50,30,20,-12.5,0.0,0.0,0.0
2009,49,AK,80,40,30,10,0.0,-20.0,0.0,-50.0
2009,50,AK,80,50,30,20,14.29,0.0,0.0,0.0
2009,51,AK,70,40,20,20,-12.5,0.0,0.0,0.0
2009,52,AK,50,30,10,10,-44.44,-25.0,-66.67,-50.0
2010,1,AK,50,20,20,10,-44.44,-60.0,-33.33,-50.0
2010,2,AK,120,70,50,10,20.0,16.67,25.0,-50.0
2010,3,AK,110,60,40,20,0.0,0.0,0.0,100.0
2010,4,AK,100,50,30,20,0.0,-16.67,-25.0,0.0
2010,5,AK,120,70,40,20,9.09,16.67,0.0,0.0
2010,6,AK,110,60,30,20,0.0,0.0,-40.0,0.0
2010,7,AK,110,60,40,20,22.22,0.0,33.33,0.0
2010,8,AK,90,50,30,20,12.5,0.0,0.0,100.0
2010,9,AK,110,60,30,20,10.0,0.0,-25.0,0.0
2010,10,AK,120,60,30,20,20.0,0.0,0.0,0.0
2010,11,AK,100,40,20,10,-16.67,-33.33,-50.0,-50.0
2010,12,AK,90,40,30,20,-18.18,-33.33,-25.0,0.0
2010,13,AK,110,50,40,20,10.0,0.0,33.33,100.0
2010,14,AK,100,50,30,10,0.0,-16.67,-25.0,-50.0
2010,15,AK,130,80,50,20,44.44,100.0,66.67,0.0
2010,16,AK,140,60,30,10,40.0,0.0,0.0,-50.0
2010,17,AK,100,40,30,20,11.11,-20.0,0.0,0.0
2010,18,AK,100,50,30,20,-16.67,-16.67,-25.0,0.0
2010,19,AK,110,50,30,10,0.0,-16.67,-25.0,-50.0
2010,20,AK,100,60,40,20,0.0,20.0,33.33,0.0
2010,21,AK,100,60,30,20,25.0,20.0,-25.0,0.0
2010,22,AK,100,50,30,10,11.11,25.0,0.0,0.0
2010,23,AK,80,50,30,20,-20.0,0.0,0.0,100.0
2010,24,AK,110,50,30,20,37.5,0.0,-25.0,100.0
2010,25,AK,90,50,30,10,12.5,25.0,0.0,0.0
2010,26,AK,80,50,30,10,0.0,25.0,0.0,0.0
2010,27,AK,110,50,30,20,22.22,0.0,-25.0,0.0
2010,28,AK,50,30,20,10,-37.5,-40.0,-33.33,0.0
2010,29,AK,80,40,20,20,0.0,-20.0,-33.33,100.0
2010,30,AK,80,40,20,10,0.0,0.0,0.0,-50.0
2010,31,AK,80,40,30,10,-11.11,0.0,0.0,0.0
2010,32,AK,80,40,30,10,-11.11,-20.0,0.0,-50.0
2010,33,AK,70,40,20,10,-12.5,0.0,0.0,0.0
2010,34,AK,90,50,30,10,12.5,0.0,0.0,-66.67
2010,35,AK,110,50,30,20,22.22,-16.67,-25.0,0.0
2010,36,AK,70,30,20,10,-22.22,-25.0,-33.33,0.0
2010,37,AK,70,40,20,20,0.0,0.0,0.0,100.0
2010,38,AK,80,40,30,10,0.0,0.0,0.0,-50.0
2010,39,AK,100,50,30,20,42.86,66.67,50.0,100.0
2010,40,AK,80,40,20,10,-11.11,-20.0,-33.33,-50.0
2010,41,AK,90,50,30,10,-25.0,-16.67,0.0,0.0
2010,42,AK,90,50,20,20,28.57,66.67,0.0,100.0
2010,43,AK,110,50,20,10,37.5,25.0,-33.33,0.0
2010,44,AK,80,40,20,10,-11.11,-20.0,-33.33,-50.0
2010,45,AK,80,40,20,10,0.0,-20.0,-33.33,-50.0
2010,46,AK,90,50,20,20,50.0,66.67,0.0,100.0
2010,47,AK,80,50,30,20,14.29,66.67,50.0,100.0
2010,48,AK,60,40,20,10,-14.29,-20.0,-33.33,-50.0
2010,49,AK,90,50,30,20,12.5,25.0,0.0,100.0
2010,50,AK,110,60,30,10,37.5,20.0,0.0,-50.0
2010,51,AK,80,40,30,20,14.29,0.0,50.0,0.0
2010,52,AK,60,30,20,10,20.0,0.0,100.0,0.0
2011,1,AK,80,40,20,20,60.0,100.0,0.0,100.0
2011,2,AK,150,90,50,30,25.0,28.57,0.0,200.0
2011,3,AK,130,80,50,20,18.18,33.33,25.0,0.0
2011,4,AK,120,60,30,20,20.0,20.0,0.0,0.0
2011,5,AK,140,70,40,20,16.67,0.0,0.0,0.0
2011,6,AK,150,80,40,10,36.36,33.33,33.33,-50.0
2011,7,AK,120,60,30,20,9.09,0.0,-25.0,0.0
2011,8,AK,130,60,40,20,44.44,20.0,33.33,0.0
2011,9,AK,110,50,30,20,0.0,-16.67,0.0,0.0
2011,10,AK,120,60,40,20,0.0,0.0,33.33,0.0
2011,11,AK,120,60,40,20,20.0,50.0,100.0,100.0
2011,12,AK,120,70,50,10,33.33,75.0,66.67,-50.0
2011,13,AK,130,70,40,20,18.18,40.0,0.0,0.0
2011,14,AK,110,60,30,20,10.0,20.0,0.0,100.0
2011,15,AK,120,60,40,10,-7.69,-25.0,-20.0,-50.0
2011,16,AK,140,70,40,20,0.0,16.67,33.33,100.0
2011,17,AK,90,50,30,20,-10.0,25.0,0.0,0.0
2011,18,AK,70,30,20,10,-30.0,-40.0,-33.33,-50.0
2011,19,AK,100,60,30,20,-9.09,20.0,0.0,100.0
2011,20,AK,100,50,30,20,0.0,-16.67,-25.0,0.0
2011,21,AK,100,60,30,20,0.0,0.0,0.0,0.0
2011,22,AK,90,60,30,20,-10.0,20.0,0.0,100.0
2011,23,AK,110,50,30,10,37.5,0.0,0.0,-50.0
2011,24,AK,130,60,30,20,18.18,20.0,0.0,0.0
2011,25,AK,100,60,30,20,11.11,20.0,0.0,100.0
2011,26,AK,100,50,30,20,25.0,0.0,0.0,100.0
2011,27,AK,100,50,30,10,-9.09,0.0,0.0,-50.0
2011,28,AK,70,30,20,10,40.0,0.0,0.0,0.0
2011,29,AK,110,50,40,20,37.5,25.0,100.0,0.0
2011,30,AK,90,40,20,10,12.5,0.0,0.0,0.0
2011,31,AK,90,50,30,20,12.5,25.0,0.0,100.0
2011,32,AK,90,50,40,20,12.5,25.0,33.33,100.0
2011,33,AK,110,60,30,20,57.14,50.0,50.0,100.0
2011,34,AK,90,50,30,10,0.0,0.0,0.0,0.0
2011,35,AK,100,50,30,10,-9.09,0.0,0.0,-50.0
2011,36,AK,80,40,20,10,14.29,33.33,0.0,0.0
2011,37,AK,50,20,20,10,-28.57,-50.0,0.0,-50.0
2011,38,AK,70,40,20,10,-12.5,0.0,-33.33,0.0
2011,39,AK,90,40,20,20,-10.0,-20.0,-33.33,0.0
2011,40,AK,100,40,30,20,25.0,0.0,50.0,100.0
2011,41,AK,90,50,30,10,0.0,0.0,0.0,0.0
2011,42,AK,90,40,30,10,0.0,-20.0,50.0,-50.0
2011,43,AK,110,60,30,20,0.0,20.0,50.0,100.0
2011,44,AK,90,40,20,10,12.5,0.0,0.0,0.0
2011,45,AK,90,50,30,10,12.5,25.0,50.0,0.0
2011,46,AK,80,30,20,10,-11.11,-40.0,0.0,-50.0
2011,47,AK,100,50,40,20,25.0,0.0,33.33,0.0
2011,48,AK,70,40,20,10,16.67,0.0,0.0,0.0
2011,49,AK,70,30,20,10,-22.22,-40.0,-33.33,-50.0
2011,50,AK,90,50,30,20,-18.18,-16.67,0.0,100.0
2011,51,AK,100,40,20,20,25.0,0.0,-33.33,0.0
2011,52,AK,90,40,30,10,50.0,33.33,50.0,0.0
2012,1,AK,10,10,10,0,-87.5,-75.0,-50.0,-100.0
2012,2,AK,130,70,40,20,-13.33,-22.22,-20.0,-33.33
2012,3,AK,140,80,40,20,7.69,0.0,-20.0,0.0
2012,4,AK,130,60,40,20,8.33,0.0,33.33,0.0
2012,5,AK,100,40,20,20,-28.57,-42.86,-50.0,0.0
2012,6,AK,120,60,30,20,-20.0,-25.0,-25.0,100.0
2012,7,AK,130,70,40,20,8.33,16.67,33.33,0.0
2012,8,AK,100,50,30,10,-23.08,-16.67,-25.0,-50.0
2012,9,AK,120,60,40,10,9.09,20.0,33.33,-50.0
2012,10,AK,130,50,30,20,8.33,-16.67,-25.0,0.0
2012,11,AK,130,70,40,20,8.33,16.67,0.0,0.0
2012,12,AK,160,80,50,30,33.33,14.29,0.0,200.0
2012,13,AK,130,60,30,10,0.0,-14.29,-25.0,-50.0
2012,14,AK,120,60,30,20,9.09,0.0,0.0,0.0
2012,15,AK,140,60,40,10,16.67,0.0,0.0,0.0
2012,16,AK,140,60,30,20,0.0,-14.29,-25.0,0.0
2012,17,AK,110,50,30,10,22.22,0.0,0.0,-50.0
2012,18,AK,120,70,40,20,71.43,133.33,100.0,100.0
2012,19,AK,110,50,30,20,10.0,-16.67,0.0,0.0
2012,20,AK,110,50,30,10,10.0,0.0,0.0,-50.0
2012,21,AK,110,50,40,20,10.0,-16.67,33.33,0.0
2012,22,AK,110,50,30,20,22.22,-16.67,0.0,0.0
2012,23,AK,90,50,30,20,-18.18,0.0,0.0,100.0
2012,24,AK,100,50,30,20,-23.08,-16.67,0.0,0.0
2012,25,AK,110,40,30,20,10.0,-33.33,0.0,0.0
2012,26,AK,110,60,30,10,10.0,20.0,0.0,-50.0
2012,27,AK,100,50,30,10,0.0,0.0,0.0,0.0
2012,28,AK,90,50,30,20,28.57,66.67,50.0,100.0
2012,29,AK,100,50,30,10,-9.09,0.0,-25.0,-50.0
2012,30,AK,100,50,30,20,11.11,25.0,50.0,100.0
2012,31,AK,90,60,40,20,0.0,20.0,33.33,0.0
2012,32,AK,80,40,20,10,-11.11,-20.0,-50.0,-50.0
2012,33,AK,90,40,30,10,-18.18,-33.33,0.0,-50.0
2012,34,AK,80,40,20,20,-11.11,-20.0,-33.33,100.0
2012,35,AK,100,40,30,10,0.0,-20.0,0.0,0.0
2012,36,AK,90,40,20,10,12.5,0.0,0.0,0.0
2012,37,AK,70,30,20,10,40.0,50.0,0.0,0.0
2012,38,AK,110,50,30,20,57.14,25.0,50.0,100.0
2012,39,AK,100,40,20,20,11.11,0.0,0.0,0.0
2012,40,AK,90,50,30,20,-10.0,25.0,0.0,0.0
2012,41,AK,100,40,20,10,11.11,-20.0,-33.33,0.0
2012,42,AK,70,30,20,10,-22.22,-25.0,-33.33,0.0
2012,43,AK,110,50,20,10,0.0,-16.67,-33.33,-50.0
2012,44,AK,100,50,30,10,11.11,25.0,50.0,0.0
2012,45,AK,90,40,30,10,0.0,-20.0,0.0,0.0
2012,46,AK,100,40,30,10,25.0,33.33,50.0,0.0
2012,47,AK,80,40,20,20,-20.0,-20.0,-50.0,0.0
2012,48,AK,70,30,20,10,0.0,-25.0,0.0,0.0
2012,49,AK,70,40,20,10,0.0,33.33,0.0,0.0
2012,50,AK,90,40,30,10,0.0,-20.0,0.0,-50.0
2012,51,AK,80,50,30,20,-20.0,25.0,50.0,0.0
2012,52,AK,180,100,60,30,100.0,150.0,100.0,200.0
2013,1,AK,80,50,30,10,700.0,400.0,200.0,inf
2013,2,AK,130,70,40,20,0.0,0.0,0.0,0.0
2013,3,AK,170,80,50,10,21.43,0.0,25.0,-50.0
2013,4,AK,140,70,40,10,7.69,16.67,0.0,-50.0
2013,5,AK,130,60,30,20,30.0,50.0,50.0,0.0
2013,6,AK,110,50,30,10,-8.33,-16.67,0.0,-50.0
2013,7,AK,120,60,30,20,-7.69,-14.29,-25.0,0.0
2013,8,AK,140,60,30,20,40.0,20.0,0.0,100.0
2013,9,AK,120,60,30,20,0.0,0.0,-25.0,100.0
2013,10,AK,130,70,30,10,0.0,40.0,0.0,-50.0
2013,11,AK,120,50,30,10,-7.69,-28.57,-25.0,-50.0
2013,12,AK,130,60,30,10,-18.75,-25.0,-40.0,-66.67
2013,13,AK,130,60,40,10,0.0,0.0,33.33,0.0
2013,14,AK,140,60,30,20,16.67,0.0,0.0,0.0
2013,15,AK,120,70,30,10,-14.29,16.67,-25.0,0.0
2013,16,AK,150,70,30,20,7.14,16.67,0.0,0.0
2013,17,AK,140,50,30,10,27.27,0.0,0.0,0.0
2013,18,AK,140,70,30,20,16.67,0.0,-25.0,0.0
2013,19,AK,140,60,30,20,27.27,20.0,0.0,0.0
2013,20,AK,130,60,40,10,18.18,20.0,33.33,0.0
2013,21,AK,90,50,30,20,-18.18,0.0,-25.0,0.0
2013,22,AK,110,50,20,10,0.0,0.0,-33.33,-50.0
2013,23,AK,120,60,40,20,33.33,20.0,33.33,0.0
2013,24,AK,70,30,20,10,-30.0,-40.0,-33.33,-50.0
2013,25,AK,120,70,40,20,9.09,75.0,33.33,0.0
2013,26,AK,100,50,30,10,-9.09,-16.67,0.0,0.0
2013,27,AK,60,30,20,10,-40.0,-40.0,-33.33,0.0
2013,28,AK,110,50,40,10,22.22,0.0,33.33,-50.0
2013,29,AK,90,40,30,20,-10.0,-20.0,0.0,100.0
2013,30,AK,90,40,30,10,-10.0,-20.0,0.0,-50.0
2013,31,AK,90,40,20,20,0.0,-33.33,-50.0,0.0
2013,32,AK,110,60,30,20,37.5,50.0,50.0,100.0
2013,33,AK,100,50,20,10,11.11,25.0,-33.33,0.0
2013,34,AK,110,50,30,20,37.5,25.0,50.0,0.0
2013,35,AK,80,30,20,10,-20.0,-25.0,-33.33,0.0
2013,36,AK,80,40,20,10,-11.11,0.0,0.0,0.0
2013,37,AK,100,50,30,20,42.86,66.67,50.0,100.0
2013,38,AK,80,40,20,10,-27.27,-20.0,-33.33,-50.0
2013,39,AK,80,30,20,10,-20.0,-25.0,0.0,-50.0
2013,40,AK,100,50,30,10,11.11,0.0,0.0,-50.0
2013,41,AK,90,40,20,10,-10.0,0.0,0.0,0.0
2013,42,AK,90,40,20,10,28.57,33.33,0.0,0.0
2013,43,AK,100,50,20,20,-9.09,0.0,0.0,100.0
2013,44,AK,110,40,20,10,10.0,-20.0,-33.33,0.0
2013,45,AK,90,40,20,10,0.0,0.0,-33.33,0.0
2013,46,AK,100,50,20,10,0.0,25.0,-33.33,0.0
2013,47,AK,120,50,30,10,50.0,25.0,50.0,-50.0
2013,48,AK,80,40,20,10,14.29,33.33,0.0,0.0
2013,49,AK,90,50,30,20,28.57,25.0,50.0,100.0
2013,50,AK,90,50,30,20,0.0,25.0,0.0,100.0
2013,51,AK,80,40,20,20,0.0,-20.0,-33.33,0.0
2013,52,AK,80,50,30,20,-55.56,-50.0,-50.0,-33.33
2014,1,AK,30,20,10,10,-62.5,-60.0,-66.67,0.0
2014,2,AK,150,90,40,30,15.38,28.57,0.0,50.0
2014,3,AK,170,80,40,30,0.0,0.0,-20.0,200.0
2014,4,AK,100,60,30,20,-28.57,-14.29,-25.0,100.0
2014,5,AK,150,80,30,30,15.38,33.33,0.0,50.0
2014,6,AK,140,60,30,20,27.27,20.0,0.0,100.0
2014,7,AK,110,60,40,20,-8.33,0.0,33.33,0.0
2014,8,AK,110,50,30,20,-21.43,-16.67,0.0,0.0
2014,9,AK,120,70,30,20,0.0,16.67,0.0,0.0
2014,10,AK,130,70,30,20,0.0,0.0,0.0,100.0
2014,11,AK,130,70,30,30,8.33,40.0,0.0,200.0
2014,12,AK,130,60,20,30,0.0,0.0,-33.33,200.0
2014,13,AK,140,70,40,20,7.69,16.67,0.0,100.0
2014,14,AK,140,60,30,20,0.0,0.0,0.0,0.0
2014,15,AK,130,50,30,20,8.33,-28.57,0.0,100.0
2014,16,AK,130,60,40,20,-13.33,-14.29,33.33,0.0
2014,17,AK,130,60,30,10,-7.14,20.0,0.0,0.0
